title,url,city,location,property_type,latitude,longitude,price,rating,reviews,guests,studio,bedrooms,beds,baths,shared_bath,kitchen,wifi,washer,tv,parking,refrigerator
Gamlahuset ved sjøen - nær Stavanger,https://www.airbnb.com/rooms/14979176?adults=1&children=0&infants=0&check_in=2021-08-22&check_out=2021-08-28&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Talgje,Entire house,59.1044,5.8416,,4.98,54,8,0,4,5,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Idyllisk øy utenfor Stavanger,https://www.airbnb.com/rooms/14739577?adults=1&children=0&infants=0&check_in=2021-08-19&check_out=2021-08-24&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Stavanger,Entire house,59.00239,5.78406,,4.78,28,2,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Saga Caves Plus,https://www.airbnb.com/rooms/33442693?adults=1&children=0&infants=0&check_in=2021-06-07&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Sandnes,Entire condominium,58.87191,5.72389,,4.93,14,7,0,3,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Luxurious pent house apartment. Long term rental,https://www.airbnb.com/rooms/25820376?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-10&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Stavanger,Entire apartment,58.97013,5.76292,,5.0,18,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Home sweet Home,https://www.airbnb.com/rooms/34430643?adults=1&children=0&infants=0&check_in=2021-08-06&check_out=2021-08-12&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Stavanger,Entire house,58.90098,5.70947,,4.91,67,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Familieleilighet nr 1 , Lysefjorden Bergevik",https://www.airbnb.com/rooms/19100257?adults=1&children=0&infants=0&check_in=2021-08-18&check_out=2021-08-24&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Forsand,Entire apartment,58.90613,6.09832,,4.95,128,7,0,2,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Cozy farm apartment on Finnøy,https://www.airbnb.com/rooms/41057565?adults=1&children=0&infants=0&check_in=2021-06-07&check_out=2021-06-12&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Finnøy kommune,Entire apartment,59.16632,5.82076,,5.0,19,4,0,2,3,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Idyllic house by the lake close to Preikestolen.,https://www.airbnb.com/rooms/19835117?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-14&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Strand,Entire house,59.06949,6.0385,,4.81,32,6,0,3,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Sokn Gard, Rennesøy, Stavanger",https://www.airbnb.com/rooms/11318305?adults=1&children=0&infants=0&check_in=2021-06-05&check_out=2021-06-11&previous_page_section_name=1000&federated_search_id=ff42ae78-98e4-48b9-bc4b-4491b0697c30,Sandnes,Rennesøy,Entire house,59.05269,5.65668,,4.99,73,6,0,3,5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Usjenert og koselig leilighet på landet,https://www.airbnb.com/rooms/43534527?adults=1&children=0&infants=0&check_in=2021-08-19&check_out=2021-08-26&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Talgje,Entire apartment,59.1118,5.8137,129,4.88,8,5,0,3,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Koselig loftsleilighet sentralt på Våland,https://www.airbnb.com/rooms/41098345?adults=1&children=0&infants=0&check_in=2021-08-26&check_out=2021-08-31&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Stavanger,Entire loft,58.96224,5.73132,56,4.95,21,3,0,1,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"75kvm, second floor apartment",https://www.airbnb.com/rooms/39244881?adults=1&children=0&infants=0&check_in=2021-06-24&check_out=2021-06-30&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Sandnes,Entire condominium,58.83518,5.73791,87,5.0,19,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Holiday house with two bedrooms.,https://www.airbnb.com/rooms/21903817?adults=1&children=0&infants=0&check_in=2021-08-10&check_out=2021-08-15&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Hjelmeland,Entire guesthouse,59.16266,6.11013,106,4.86,50,4,0,2,3,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Frafjordgaarden 133,https://www.airbnb.com/rooms/33422994?adults=1&children=0&infants=0&check_in=2021-08-29&check_out=2021-09-03&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Frafjord,Entire apartment,58.84223,6.31012,143,4.94,18,7,0,2,4,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Micro apartment just 3mins walk from train station,https://www.airbnb.com/rooms/43450797?adults=1&children=0&infants=0&check_in=2021-06-08&check_out=2021-06-15&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Storhaug,Entire loft,58.96557,5.73635,34,4.80,41,2,0,1,0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lysefjord- Prekestolen Romantic Summerhouse,https://www.airbnb.com/rooms/20675402?adults=1&children=0&infants=0&check_in=2021-07-08&check_out=2021-07-15&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Levik,Entire cabin,58.92047,6.08212,125,4.79,24,4,0,2,4,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Bungalow close to Kjerag,https://www.airbnb.com/rooms/44351287?adults=1&children=0&infants=0&check_in=2021-08-08&check_out=2021-08-13&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Sirdal kommune,Entire bungalow,59.02135,6.9227,153,4.78,9,7,0,3,5,1.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0
"Cosy, quiet house close to Pulpit rock",https://www.airbnb.com/rooms/27329733?adults=1&children=0&infants=0&check_in=2021-06-19&check_out=2021-06-25&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Strand,Entire cottage,58.98387,5.94962,61,4.81,88,8,0,3,6,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Smakfull leilighet i Sandnes Sentrum,https://www.airbnb.com/rooms/49150454?adults=1&children=0&infants=0&check_in=2021-06-28&check_out=2021-07-04&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Sandnes,Entire apartment,58.84926,5.73447,90,,,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Idyllic house by the lake close to Preikestolen.,https://www.airbnb.com/rooms/19835117?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-14&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Strand,Entire house,59.06949,6.0385,277,4.81,32,6,0,3,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Koselig hytte på Sinnes til leie!,https://www.airbnb.com/rooms/37678600?adults=1&children=0&infants=0&check_in=2021-06-21&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Sirdal,Entire cabin,58.92187,6.89522,133,4.86,7,8,0,4,8,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Pulpit Rock-close house with stunning view,https://www.airbnb.com/rooms/42183520?adults=1&children=0&infants=0&check_in=2021-06-12&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Strand,Entire house,59.0047,6.068,273,5.0,7,10,0,4,4,2,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Høyland Gård,https://www.airbnb.com/rooms/23638205?adults=1&children=0&infants=0&check_in=2021-08-31&check_out=2021-09-05&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Sandnes,Entire condominium,58.85394,5.73441,100,4.82,47,5,0,2,8,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lys og ny sokkelleilighet ved Viste stranden,https://www.airbnb.com/rooms/49037334?adults=1&children=0&infants=0&check_in=2021-08-08&check_out=2021-08-13&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Randaberg,Entire apartment,58.98701,5.61181,86,,,4,0,2,2,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0
House with seaview,https://www.airbnb.com/rooms/36975723?adults=1&children=0&infants=0&check_in=2021-06-13&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Rennesøy,Entire house,59.0893,5.65741,148,5.0,6,5,0,1,3,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Super central shared apartment,https://www.airbnb.com/rooms/49049957?adults=1&children=0&infants=0&check_in=2021-07-20&check_out=2021-07-26&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Storhaug,Private room,58.96612,5.73631,74,,,2,0,1,2,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0
4 star holiday home in tau,https://www.airbnb.com/rooms/37607135?adults=1&children=0&infants=0&check_in=2021-06-26&check_out=2021-07-03&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,taø,Entire house,59.10313,6.01549,107,,,4,0,2,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Kosekroken Randaberg Sentrum,https://www.airbnb.com/rooms/42428934?adults=1&children=0&infants=0&check_in=2021-06-22&check_out=2021-06-28&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Randaberg,Entire condominium,58.99759,5.61358,83,4.89,37,4,0,2,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
☆ Heart of Historical Centre ☆  Unique Studio apt.,https://www.airbnb.com/rooms/18037589?adults=1&children=0&infants=0&check_in=2021-07-04&check_out=2021-07-10&previous_page_section_name=1000&federated_search_id=55291411-0787-4758-9e2a-15a1bfeca178,Sandnes,Stavanger,Entire apartment,58.9733,5.7256,73,4.85,139,2,1,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Brand new apartment close to Pulpit Rock,https://www.airbnb.com/rooms/14397495?adults=1&children=0&infants=0&check_in=2021-07-15&check_out=2021-07-20&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Jørpeland,Entire apartment,59.03227,6.03591,125,4.94,71,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
"75kvm, second floor apartment",https://www.airbnb.com/rooms/39244881?adults=1&children=0&infants=0&check_in=2021-06-24&check_out=2021-06-30&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Sandnes,Entire condominium,58.83518,5.73791,87,5.0,19,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Nice appartment, close to Pulpit Rock. Fjord wiew",https://www.airbnb.com/rooms/22904025?adults=1&children=0&infants=0&check_in=2021-08-14&check_out=2021-08-21&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Jørpeland,Entire apartment,59.0232,6.00595,44,4.77,87,5,0,1,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Cozy basement apartment in quiet area.,https://www.airbnb.com/rooms/25914595?adults=1&children=0&infants=0&check_in=2021-08-03&check_out=2021-08-10&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Stavanger,Entire apartment,58.9877,5.737,41,4.67,55,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Koselig leilighet i rolig strøk nær sentrum,https://www.airbnb.com/rooms/38866646?adults=1&children=0&infants=0&check_in=2021-07-17&check_out=2021-07-22&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Sandnes,Entire apartment,58.86221,5.73819,50,4.86,7,2,0,2,2,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Leilighet med 4 soveplasser sentralt i Sandnes,https://www.airbnb.com/rooms/46715670?adults=1&children=0&infants=0&check_in=2021-07-01&check_out=2021-07-07&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Sandnes,Entire apartment,58.86464,5.72986,118,,,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Cosy and modern apartment in Stavanger Øst,https://www.airbnb.com/rooms/44238856?adults=1&children=0&infants=0&check_in=2021-06-09&check_out=2021-06-16&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Stavanger,Entire apartment,58.96803,5.75535,77,4.75,8,3,0,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2 Bed Family House with large garden Stavanger,https://www.airbnb.com/rooms/38152810?adults=1&children=0&infants=0&check_in=2021-06-13&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Stavanger,Entire house,58.9785,5.6991,114,4.62,14,4,0,2,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lysefjorden Guesthouse,https://www.airbnb.com/rooms/4945154?adults=1&children=0&infants=0&check_in=2021-06-08&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Forsand,Entire guesthouse,58.90165,6.09138,159,4.89,133,5,0,1,3,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
"Stavanger, central and charming",https://www.airbnb.com/rooms/7566111?adults=1&children=0&infants=0&check_in=2021-07-10&check_out=2021-07-17&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Stavanger,Private room,58.9634,5.7445,36,5.0,49,2,0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Modern house in the heart of Stavanger,https://www.airbnb.com/rooms/17359210?adults=1&children=0&infants=0&check_in=2021-08-02&check_out=2021-08-08&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Stavanger,Entire house,58.96969,5.74917,125,4.72,82,6,0,3,5,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Idyllic house by the lake close to Preikestolen.,https://www.airbnb.com/rooms/19835117?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-14&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Strand,Entire house,59.06949,6.0385,277,4.81,32,6,0,3,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Moderen leilighet i nærheten av Sandnes sentrum.,https://www.airbnb.com/rooms/31564550?adults=1&children=0&infants=0&check_in=2021-06-14&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Sandnes,Entire apartment,58.8331,5.7388,125,4.96,28,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Almenningsgata 9 ""Hele huset""",https://www.airbnb.com/rooms/31758521?adults=1&children=0&infants=0&check_in=2021-06-15&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Storhaug,Entire house,58.97089,5.73758,124,4.16,108,10,0,3,5,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0
House in a beautiful surroundings,https://www.airbnb.com/rooms/5833591?adults=1&children=0&infants=0&check_in=2021-06-08&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Strand,Entire house,59.06466,6.02246,153,4.71,17,11,0,7,11,3,0.0,1.0,1.0,1.0,0.0,1.0,0.0
60 m2 appartement in Stavanger,https://www.airbnb.com/rooms/46206703?adults=1&children=0&infants=0&check_in=2021-06-02&check_out=2021-06-08&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Stavanger,Entire apartment,58.89823,5.73916,67,4.83,6,4,0,1,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Koselig leilighet på Jørpeland nære Preikestolen,https://www.airbnb.com/rooms/33679528?adults=1&children=0&infants=0&check_in=2021-08-30&check_out=2021-09-04&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Strand,Entire apartment,59.03533,6.04213,56,4.89,122,4,1,1,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Small appartment with wonderful view over Fjord,https://www.airbnb.com/rooms/14066471?adults=1&children=0&infants=0&check_in=2021-07-17&check_out=2021-07-22&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Jørpeland,Entire apartment,59.01009,6.0546,45,4.74,231,2,1,1,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Koselig rom med stor garderobe og pult.,https://www.airbnb.com/rooms/39029802?adults=1&children=0&infants=0&check_in=2021-07-01&check_out=2021-07-08&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Sandnes,Private room,58.83983,5.72205,16,5.0,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
pretty.  Spacious  big   house,https://www.airbnb.com/rooms/45865086?adults=1&children=0&infants=0&check_in=2021-08-02&check_out=2021-08-08&previous_page_section_name=1000&federated_search_id=df96d905-e4d3-4f8e-ac48-c41d21458a85,Sandnes,Storhaug,Entire apartment,58.96578,5.74029,59,4.25,8,4,0,1,3,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Lovely house with a big and sheltered garden,https://www.airbnb.com/rooms/34631710?adults=1&children=0&infants=0&check_in=2021-07-14&check_out=2021-07-21&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire house,58.94646,5.6861,244,5.0,6,7,0,3,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"75kvm, second floor apartment",https://www.airbnb.com/rooms/39244881?adults=1&children=0&infants=0&check_in=2021-06-24&check_out=2021-06-30&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Sandnes,Entire condominium,58.83518,5.73791,87,5.0,19,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Unique, spacious, charming, central.",https://www.airbnb.com/rooms/40510204?adults=1&children=0&infants=0&check_in=2021-07-02&check_out=2021-07-09&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire apartment,58.96003,5.73484,122,,,5,0,3,5,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Fin leilighet med god beliggenhet for aktiviteter,https://www.airbnb.com/rooms/24449599?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-16&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Talgje,Entire apartment,59.11286,5.81471,145,5.0,10,6,0,2,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Saga Caves Straen 1,https://www.airbnb.com/rooms/46039909?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-11&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire apartment,58.9704,5.72641,100,5.0,4,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Leilighet på Storhaug,https://www.airbnb.com/rooms/17696376?adults=1&children=0&infants=0&check_in=2021-06-28&check_out=2021-07-05&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire condominium,58.96597,5.75336,85,4.92,13,4,0,2,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Koselig leilighet i Sirdal, Sinnes Panorama A6.",https://www.airbnb.com/rooms/41665840?adults=1&children=0&infants=0&check_in=2021-08-12&check_out=2021-08-18&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Tjørhom,Entire apartment,58.91529,6.87859,91,4.88,64,4,0,1,4,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
"Apartment Preikestolen,Lysefjorden",https://www.airbnb.com/rooms/7169488?adults=1&children=0&infants=0&check_in=2021-08-04&check_out=2021-08-09&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes, Forsand,Entire apartment,58.9054,6.0978,93,4.87,143,4,0,2,3,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0
"B&B, rent og pent. Sovesofa. Sentralt. Parkering",https://www.airbnb.com/rooms/43584185?adults=1&children=0&infants=0&check_in=2021-06-21&check_out=2021-06-28&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Private room,58.94181,5.73464,38,5.0,12,2,0,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Idyllic house by the lake close to Preikestolen.,https://www.airbnb.com/rooms/19835117?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-14&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Strand,Entire house,59.06949,6.0385,277,4.81,32,6,0,3,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Sirkus Hana,https://www.airbnb.com/rooms/19515347?adults=1&children=0&infants=0&check_in=2021-07-02&check_out=2021-07-08&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire house,58.95896,5.7303,242,5.0,11,8,0,5,6,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Cozy house close to Gamle Stavanger/City Center.,https://www.airbnb.com/rooms/36776714?adults=1&children=0&infants=0&check_in=2021-07-02&check_out=2021-07-08&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire house,58.97666,5.71748,66,4.90,21,3,0,1,2,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Wonderful place near the beach on fjord  townnear,https://www.airbnb.com/rooms/48591909?adults=1&children=0&infants=0&check_in=2021-06-16&check_out=2021-06-23&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Private room,58.92983,5.73556,28,,,4,0,1,3,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0
ramsvig borettslag,https://www.airbnb.com/rooms/13952714?adults=1&children=0&infants=0&check_in=2021-08-28&check_out=2021-09-03&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Private room,58.9594,5.76112,28,4.89,172,3,0,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Utleie rett v/prekestolen,https://www.airbnb.com/rooms/35828122?adults=1&children=0&infants=0&check_in=2021-06-12&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Strand,Entire condominium,59.01678,6.04397,89,4.50,24,4,0,1,2,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Sentralt*privat bad*solrikt*utsikt*wifi*gratis p-*,https://www.airbnb.com/rooms/27888126?adults=1&children=0&infants=0&check_in=2021-06-06&check_out=2021-06-12&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Private room,58.95505,5.72944,39,5.0,3,2,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Koselig leilighet til leie i stavanger sentrum,https://www.airbnb.com/rooms/28808667?adults=1&children=0&infants=0&check_in=2021-07-31&check_out=2021-08-06&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire apartment,58.97323,5.73027,81,4.84,44,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
4 star holiday home in jørpeland,https://www.airbnb.com/rooms/48914240?adults=1&children=0&infants=0&check_in=2021-06-26&check_out=2021-07-03&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Strand,Entire house,59.04383,6.1122,189,,,8,0,3,6,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Modern apparment walking distance from City Centre,https://www.airbnb.com/rooms/43612222?adults=1&children=0&infants=0&check_in=2021-06-06&check_out=2021-06-12&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire apartment,58.96481,5.70876,110,4.80,5,3,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Cosy and spacious basement apartment Stavanger,https://www.airbnb.com/rooms/15787948?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-09&previous_page_section_name=1000&federated_search_id=8e50d2f9-b5de-45b9-8151-cc549570da89,Sandnes,Stavanger,Entire apartment,58.90098,5.7115,63,4.82,92,5,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Cosy and spacious basement apartment Stavanger,https://www.airbnb.com/rooms/15787948?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-09&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Stavanger,Entire apartment,58.90098,5.7115,63,4.82,92,5,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Cottage with fantastic view of fjord and mountains,https://www.airbnb.com/rooms/41123102?adults=1&children=0&infants=0&check_in=2021-07-14&check_out=2021-07-21&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Sandnes,Entire cabin,58.93728,5.96835,152,,,4,0,3,4,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Cozy cabin in Sirdal. 45 min by car to Kjerag,https://www.airbnb.com/rooms/49035352?adults=1&children=0&infants=0&check_in=2021-08-14&check_out=2021-08-21&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Sirdal kommune,Entire cabin,58.95966,6.93817,131,,,10,0,4,8,1.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0
